Id,SalePrice
2010,189525.42
2011,141612.5
2012,174857.48
2013,181398.05
2014,181898.31
2015,201000.66
2016,192190.86
2017,198507.9
2018,121974.086
2019,133123.92
2020,102529.01
2021,109950.875
2022,182844.84
2023,138497.98
2024,239318.1
2025,404669.66
2026,169104.38
2027,155250.3
2028,152997.55
2029,169519.1
2030,274222.25
2031,243836.38
2032,261519.75
2033,267651.2
2034,165133.42
2035,220051.02
2036,191963.4
2037,194760.17
2038,304698.66
2039,223156.17
2040,332148.25
2041,271541.0
2042,207773.92
2043,171984.88
2044,163287.98
2045,204370.02
2046,138468.52
2047,146187.1
2048,143358.92
2049,141183.55
2050,174779.6
2051,109299.445
2052,130677.48
2053,148826.8
2054,88333.516
2055,158855.11
2056,129541.38
2057,114791.234
2058,225816.95
2059,140332.6
2060,177046.72
2061,175769.34
2062,133984.5
2063,114518.57
2064,144611.1
2065,115560.695
2066,165720.31
2067,117843.62
2068,132023.42
2069,82523.52
2070,109411.9
2071,96175.89
2072,122659.48
2073,138017.53
2074,178560.38
2075,148006.17
2076,124793.836
2077,155351.88
2078,134887.9
2079,126958.81
2080,118297.375
2081,126629.22
2082,115537.766
2083,143287.8
2084,116256.99
2085,124785.83
2086,123440.45
2087,119937.09
2088,101189.1
2089,76847.24
2090,131061.945
2091,120610.125
2092,124327.95
2093,120744.74
2094,126381.65
2095,145731.33
2096,69788.91
2097,93051.53
2098,146245.47
2099,63416.453
2100,96172.94
2101,116949.57
2102,124645.055
2103,103477.664
2104,128831.04
2105,128028.63
2106,82622.35
2107,225984.9
2108,115112.3
2109,115687.5
2110,133571.1
2111,147309.89
2112,141188.48
2113,115570.98
2114,111576.69
2115,157741.22
2116,117174.15
2117,154112.1
2118,122375.34
2119,104321.41
2120,118522.92
2121,84994.31
2122,114606.41
2123,78927.71
2124,170814.1
2125,126445.75
2126,157293.6
2127,150698.39
2128,120151.086
2129,103174.62
2130,138869.56
2131,144384.3
2132,110164.56
2133,123248.99
2134,129696.92
2135,91236.67
2136,73089.2
2137,112123.39
2138,128648.164
2139,152942.5
2140,140284.06
2141,143789.8
2142,127559.61
2143,141650.62
2144,122008.07
2145,136981.08
2146,162102.62
2147,137855.6
2148,131468.84
2149,141133.86
2150,221706.52
2151,120997.45
2152,178704.06
2153,170264.27
2154,106879.13
2155,140331.47
2156,243289.19
2157,230610.75
2158,236993.92
2159,203908.45
2160,174189.98
2161,244313.45
2162,418355.7
2163,358600.6
2164,241205.0
2165,194199.0
2166,147710.05
2167,218032.19
2168,203227.69
2169,194923.2
2170,222553.92
2171,148137.83
2172,132226.14
2173,175780.84
2174,230918.44
2175,300448.3
2176,323008.03
2177,243861.56
2178,210108.36
2179,140457.45
2180,229136.77
2181,186439.72
2182,221220.05
2183,187770.44
2184,129084.83
2185,113334.72
2186,144637.8
2187,150660.39
2188,154961.14
2189,267418.47
2190,81956.19
2191,82430.61
2192,93616.555
2193,108985.48
2194,95451.99
2195,114232.17
2196,99185.2
2197,111882.09
2198,159592.56
2199,180078.42
2200,153621.61
2201,152584.5
2202,222962.02
2203,153473.11
2204,188853.48
2205,126010.1
2206,157252.81
2207,214615.52
2208,262843.78
2209,229826.88
2210,120467.63
2211,116866.766
2212,114300.055
2213,102372.0
2214,128651.27
2215,101422.92
2216,144046.88
2217,86155.93
2218,58035.11
2219,58470.18
2220,63980.207
2221,343366.1
2222,259819.34
2223,284614.94
2224,214252.38
2225,128932.8
2226,186119.88
2227,196228.97
2228,270496.53
2229,250462.58
2230,153679.58
2231,220030.56
2232,183186.9
2233,166692.66
2234,236890.67
2235,220737.94
2236,263388.0
2237,355719.94
2238,208859.6
2239,119866.49
2240,159462.66
2241,157178.28
2242,123582.33
2243,126204.23
2244,107147.07
2245,104374.52
2246,139130.19
2247,116229.44
2248,130348.56
2249,126358.625
2250,133211.27
2251,125181.52
2252,172465.42
2253,150219.55
2254,173408.95
2255,187360.38
2256,184284.97
2257,210828.08
2258,161671.81
2259,176098.33
2260,159885.33
2261,196094.34
2262,204101.02
2263,351161.25
2264,478546.94
2265,194068.94
2266,310896.03
2267,380136.88
2268,416730.0
2269,152436.31
2270,195372.88
2271,216526.16
2272,197670.94
2273,161855.75
2274,180247.31
2275,163962.8
2276,182555.2
2277,188717.42
2278,149186.62
2279,132758.16
2280,118976.336
2281,167827.1
2282,189804.58
2283,101536.43
2284,113142.96
2285,146470.8
2286,122681.03
2287,356336.3
2288,282672.25
2289,415356.38
2290,494909.8
2291,314260.6
2292,440774.0
2293,533678.94
2294,426404.94
2295,492352.28
2296,285509.8
2297,324711.22
2298,312216.78
2299,407466.28
2300,338994.94
2301,285495.84
2302,246141.67
2303,246450.73
2304,232856.8
2305,183478.8
2306,176377.34
2307,191828.5
2308,222976.97
2309,283180.47
2310,215938.94
2311,192712.11
2312,185653.66
2313,174695.14
2314,172637.02
2315,181308.42
2316,203348.98
2317,182401.58
2318,181780.3
2319,183309.03
2320,193225.16
2321,236749.48
2322,171653.88
2323,187817.33
2324,165588.48
2325,210768.31
2326,168935.23
2327,212288.34
2328,230281.58
2329,184625.38
2330,176973.95
2331,371737.8
2332,434293.7
2333,316654.9
2334,260067.45
2335,261835.53
2336,324809.28
2337,214576.8
2338,288055.44
2339,210470.8
2340,414635.62
2341,219090.0
2342,233122.53
2343,224739.17
2344,230732.03
2345,235660.98
2346,220574.52
2347,200660.45
2348,236546.3
2349,184468.62
2350,294332.28
2351,254535.39
2352,258263.83
2353,251098.45
2354,143456.67
2355,158613.33
2356,150437.81
2357,190969.44
2358,195750.44
2359,130080.516
2360,115876.375
2361,143540.67
2362,271181.25
2363,137278.97
2364,157621.55
2365,225487.16
2366,197491.7
2367,222709.42
2368,219396.47
2369,224942.19
2370,172042.02
2371,168270.11
2372,194987.45
2373,281770.2
2374,330120.34
2375,259086.02
2376,268726.88
2377,371681.7
2378,142920.78
2379,201049.3
2380,140908.28
2381,159443.7
2382,194923.38
2383,196442.47
2384,249512.16
2385,164685.52
2386,136495.9
2387,139761.72
2388,98787.56
2389,123902.6
2390,145684.89
2391,140363.36
2392,114679.555
2393,164760.08
2394,145913.12
2395,217591.48
2396,142249.5
2397,205394.55
2398,134000.88
2399,59783.633
2400,61963.805
2401,114617.516
2402,138384.86
2403,134316.44
2404,144400.28
2405,161803.62
2406,142553.06
2407,124919.71
2408,140924.8
2409,125742.68
2410,164389.58
2411,125166.34
2412,153259.72
2413,133533.45
2414,147995.92
2415,133961.75
2416,128233.59
2417,130186.02
2418,130462.23
2419,127437.39
2420,130164.86
2421,144332.86
2422,111871.13
2423,125097.164
2424,155145.67
2425,214353.56
2426,133231.89
2427,131841.11
2428,182599.83
2429,117554.4
2430,131406.61
2431,110290.19
2432,149317.56
2433,153230.61
2434,141103.62
2435,153498.25
2436,109896.31
2437,108888.36
2438,127307.64
2439,104779.23
2440,121147.73
2441,93480.32
2442,98904.39
2443,114179.164
2444,118822.016
2445,71382.125
2446,128337.18
2447,191754.61
2448,136458.12
2449,106693.02
2450,143909.11
2451,125901.0
2452,193065.53
2453,95991.52
2454,126574.11
2455,119109.375
2456,135657.77
2457,131679.6
2458,124869.09
2459,112578.96
2460,145905.7
2461,111683.52
2462,137549.22
2463,121662.22
2464,180624.47
2465,140429.45
2466,115826.59
2467,139734.81
2468,77132.89
2469,71197.87
2470,188025.08
2471,211580.08
2472,165321.23
2473,125998.125
2474,101263.3
2475,211552.27
2476,106987.46
2477,126308.05
2478,153833.52
2479,110732.09
2480,157502.02
2481,122929.32
2482,130588.945
2483,112029.164
2484,123633.164
2485,125429.305
2486,162650.44
2487,185626.78
2488,154458.84
2489,151039.86
2490,152348.81
2491,90160.32
2492,175685.33
2493,145536.48
2494,149365.7
2495,77679.75
2496,226624.25
2497,149032.58
2498,114503.336
2499,90741.74
2500,123649.664
2501,134829.05
2502,149927.78
2503,94253.805
2504,180428.23
2505,222154.1
2506,261186.78
2507,299181.56
2508,259700.8
2509,214771.73
2510,220651.83
2511,176474.88
2512,211552.38
2513,216886.47
2514,250146.88
2515,151718.53
2516,174546.98
2517,141809.39
2518,151935.9
2519,224911.95
2520,214543.7
2521,185229.77
2522,222756.92
2523,121180.24
2524,137486.19
2525,146836.56
2526,135044.73
2527,116428.41
2528,128659.91
2529,144188.17
2530,126542.6
2531,239213.31
2532,228698.81
2533,198380.08
2534,229061.03
2535,319725.75
2536,230483.5
2537,232335.22
2538,184223.83
2539,189281.2
2540,176341.66
2541,183764.53
2542,166041.78
2543,130207.0
2544,118356.78
2545,134855.34
2546,125714.055
2547,139729.12
2548,146427.61
2549,160277.83
2550,736857.8
2551,136270.66
2552,129761.1
2553,75177.734
2554,100568.414
2555,119367.93
2556,108809.97
2557,107017.17
2558,166239.17
2559,140758.64
2560,143343.39
2561,145719.69
2562,136145.11
2563,149463.03
2564,194803.22
2565,149792.45
2566,163172.4
2567,136925.89
2568,204681.94
2569,204763.3
2570,117957.48
2571,194661.27
2572,166886.11
2573,225253.05
2574,277183.88
2575,130140.09
2576,127522.31
2577,147149.98
2578,79867.37
2579,70849.79
2580,103719.94
2581,105186.914
2582,96079.555
2583,297401.2
2584,162547.47
2585,185224.86
2586,201257.77
2587,200039.56
2588,150848.9
2589,145208.64
2590,212545.19
2591,213974.14
2592,218687.56
2593,243673.88
2594,172575.81
2595,204720.3
2596,312214.3
2597,183977.64
2598,278446.06
2599,317957.56
2600,185116.66
2601,145216.98
2602,83434.984
2603,94519.37
2604,86897.54
2605,75275.1
2606,144350.64
2607,197682.88
2608,198165.95
2609,168991.3
2610,112450.78
2611,121352.29
2612,157523.38
2613,133539.36
2614,132506.12
2615,156543.83
2616,143663.23
2617,179226.62
2618,204079.58
2619,186834.06
2620,187173.19
2621,174965.12
2622,186769.0
2623,247893.34
2624,308501.66
2625,317886.5
2626,167789.58
2627,174772.75
2628,486360.78
2629,530441.8
2630,373722.53
2631,454102.88
2632,465549.03
2633,322460.97
2634,406592.1
2635,153296.47
2636,182398.06
2637,180100.03
2638,266715.78
2639,187231.84
2640,153502.22
2641,107477.85
2642,195707.78
2643,102602.945
2644,121485.36
2645,103201.2
2646,95745.445
2647,103027.71
2648,142022.25
2649,140049.06
2650,147897.95
2651,143811.77
2652,419272.53
2653,246734.22
2654,247174.06
2655,393885.8
2656,313047.34
2657,352438.84
2658,291191.56
2659,308684.53
2660,344029.06
2661,360949.2
2662,364589.28
2663,261519.61
2664,276982.5
2665,340464.1
2666,301208.22
2667,162830.02
2668,179072.77
2669,179354.75
2670,283037.7
2671,190408.11
2672,186756.02
2673,207932.52
2674,203503.58
2675,172030.53
2676,186195.56
2677,194357.06
2678,270776.9
2679,268079.3
2680,277102.62
2681,460666.97
2682,309461.66
2683,587860.3
2684,316601.84
2685,326278.38
2686,252591.81
2687,340944.72
2688,218170.5
2689,210733.9
2690,497482.53
2691,185188.02
2692,139184.66
2693,195317.06
2694,135100.33
2695,189592.48
2696,185966.11
2697,189566.34
2698,190390.67
2699,175084.61
2700,153422.34
2701,146602.88
2702,113798.09
2703,124266.36
2704,139222.94
2705,121706.195
2706,110549.24
2707,121750.68
2708,134797.6
2709,106651.12
2710,128958.945
2711,300722.9
2712,387369.6
2713,165122.55
2714,151465.36
2715,172618.86
2716,150359.9
2717,188965.69
2718,225755.83
2719,155479.02
2720,165557.75
2721,135008.12
2722,156986.6
2723,142132.55
2724,127864.664
2725,134243.25
2726,149296.16
2727,183077.44
2728,169767.62
2729,146137.42
2730,144461.38
2731,130302.38
2732,125846.13
2733,159930.25
2734,138937.23
2735,132304.17
2736,143029.2
2737,126388.516
2738,135212.98
2739,160495.58
2740,137799.75
2741,147994.64
2742,148723.69
2743,143613.9
2744,158368.42
2745,137327.86
2746,140555.48
2747,149663.9
2748,118090.914
2749,132920.5
2750,134165.56
2751,134304.5
2752,199642.14
2753,152374.03
2754,234439.6
2755,126481.66
2756,97921.11
2757,65607.02
2758,85194.23
2759,155517.69
2760,124481.99
2761,151854.58
2762,144253.31
2763,182196.86
2764,157238.75
2765,275344.62
2766,133592.95
2767,92524.36
2768,130374.36
2769,139427.92
2770,143694.95
2771,117960.71
2772,113186.39
2773,160241.92
2774,136043.9
2775,109556.95
2776,138358.12
2777,154154.16
2778,116023.79
2779,115665.4
2780,93956.086
2781,97814.63
2782,91225.57
2783,103577.71
2784,125909.23
2785,137817.89
2786,79121.89
2787,122163.086
2788,77278.92
2789,190898.08
2790,92110.88
2791,115180.4
2792,42122.992
2793,168253.53
2794,105128.59
2795,117607.164
2796,107619.09
2797,213467.48
2798,117215.086
2799,115337.586
2800,63811.74
2801,110628.48
2802,134694.52
2803,175886.08
2804,133721.56
2805,96055.234
2806,75509.77
2807,166479.67
2808,154597.62
2809,142109.44
2810,128846.43
2811,158722.06
2812,154029.23
2813,167176.97
2814,149467.02
2815,93107.984
2816,222303.73
2817,149358.23
2818,132000.84
2819,175071.55
2820,138915.42
2821,99913.15
2822,191666.55
2823,317405.16
2824,181317.08
2825,162937.06
2826,135314.78
2827,138641.28
2828,209964.2
2829,210716.39
2830,227715.69
2831,176980.86
2832,230286.39
2833,307326.75
2834,214850.92
2835,212728.33
2836,191504.27
2837,157715.61
2838,151293.12
2839,182173.28
2840,203746.45
2841,205846.61
2842,226984.95
2843,145609.19
2844,154949.23
2845,118611.53
2846,206895.94
2847,204267.56
2848,213345.73
2849,203006.8
2850,277704.03
2851,227932.17
2852,229652.5
2853,239129.3
2854,139308.67
2855,200023.48
2856,203350.69
2857,188579.38
2858,202695.84
2859,134102.8
2860,131435.84
2861,128345.29
2862,192006.22
2863,132336.8
2864,241918.5
2865,138828.08
2866,138194.56
2867,96938.05
2868,95903.09
2869,101821.38
2870,129188.45
2871,88761.164
2872,45540.574
2873,96045.35
2874,146240.36
2875,116775.04
2876,161628.05
2877,133345.94
2878,165991.03
2879,136403.25
2880,99643.99
2881,145986.61
2882,177493.97
2883,201270.66
2884,201881.02
2885,195333.86
2886,230843.34
2887,95059.195
2888,135021.48
2889,50428.492
2890,83934.055
2891,136038.95
2892,33870.543
2893,67246.805
2894,43141.09
2895,337955.97
2896,289765.78
2897,203715.1
2898,147909.55
2899,220039.42
2900,166322.61
2901,208648.83
2902,189581.78
2903,344463.22
2904,353491.97
2905,93811.24
2906,213970.34
2907,107099.88
2908,134234.88
2909,136612.11
2910,79252.16
2911,82153.945
2912,141967.2
2913,81071.64
2914,75745.055
2915,80850.03
2916,77784.3
2917,165280.7
2918,120054.42
2919,224059.45
