LotArea,OverallQual,YearBuilt,YearRemodAdd,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,Fireplaces,ScreenPorch,MSSubClass_160,MSZoning_C (all),MSZoning_FV,MSZoning_RL,LandSlope_Gtl,LandSlope_Mod,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_StoneBr,Condition1_Artery,Condition1_RRAe,OverallCond_3,OverallCond_4,OverallCond_5,OverallCond_6,BsmtExposure_Gd,Heating_Grav,KitchenQual_Ex,Functional_Maj2,Functional_Mod,GarageType_2Types,GarageQual_Ex,SaleCondition_Normal
13.644089085810522,5,1962,2001,55.07654988407178,999.0,6.057336590980398,0.0,7.6856863408899745,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.1179176287918,6,1950,1950,78.8894863864056,1032.0,6.082136339001433,253.24366677300478,7.96482018628484,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.453189976362355,4,1956,1956,19.565316791577224,1134.0,6.214926747000094,0.0,7.941819257978675,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13.488363042240326,6,1954,1954,83.75643014756201,832.0,5.9171806559118005,0.0,7.460943833338371,0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
14.298260765733605,7,1976,1976,98.25309596018867,1090.0,6.297036921639494,0.0,8.076740459916046,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.499546681979862,7,1925,2007,90.70348895519702,952.0,6.020507321903981,707.7433393817269,8.229030688480313,0,21.018870062181232,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14.499076836926124,8,2004,2005,81.6524167019101,1836.0,6.516691302677355,0.0,8.442719514642814,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.772075445107602,7,1989,1989,0.0,1518.0,6.434110867586322,0.0,8.304256081470324,1,35.57550028863505,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
14.789645720983668,9,2007,2008,68.86148732760233,1620.0,6.423089807494712,0.0,8.285856848162158,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
14.579013938703387,4,1910,2000,66.22600939459215,560.0,5.883143505612089,651.4740600197175,8.054754393765306,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.034670984279172,5,1954,2005,24.52334820303717,1056.0,6.09966094407681,0.0,7.754116397484801,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.604718231107203,7,1977,1977,66.50688142412054,1386.0,6.31927146233878,0.0,8.113450705783603,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.237874418457672,8,2006,2006,111.26855705758202,1370.0,6.297036921639494,0.0,8.076740459916046,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.472055900771444,7,1993,1993,61.833118122845036,1080.0,6.116776942668421,1228.1550911397567,8.60996707957254,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.403820311499471,6,1914,1995,103.16746484048645,1440.0,6.334597029012422,1758.166382524067,9.221965339324832,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.654574376465993,7,2004,2005,44.786037935028986,716.0,5.801409333892315,855.1578832430589,8.131855110376762,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11.636199051127765,6,2009,2009,47.23647955625396,612.0,5.679700484893776,727.34808982956,7.936763900099693,0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.858423688221519,4,1920,1950,55.79366958257555,840.0,5.924536820667512,631.9364372648564,8.080368481632096,0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
14.4948614749902,5,1957,1996,21.912205043579984,1392.0,6.309052214053574,0.0,8.096568952148768,1,16.83111697330093,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
13.783422925153678,6,1920,1950,94.03872528596472,1012.0,6.067206276857348,0.0,7.7016201767415335,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12.235273740853794,7,2006,2007,70.6916248766272,625.0,5.696041798349489,743.2889267350744,7.962836425895584,0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12.142862340499736,8,2004,2005,37.943984095938454,1594.0,6.435021737318252,0.0,8.305777581593578,1,21.852961669341518,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
14.1916418342137,5,1969,1969,57.98461222361571,971.0,6.0356182270729475,0.0,7.650673882388607,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
14.346702008070077,7,2003,2004,27.737932650813338,998.0,6.062667488468987,1256.8161927866854,8.57893528021187,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.494660566013216,6,1923,1950,103.98742248979113,1200.0,6.196828184859017,0.0,7.912216240823092,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14.26256728270114,6,2005,2006,108.41774219612411,1316.0,6.266674423730141,0.0,8.026731377619493,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14.070693831899288,6,1975,1975,0.0,945.0,6.042669250989532,0.0,7.662033380278812,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
14.710335779717678,8,1994,1995,32.133995564363744,1624.0,6.424938375920664,0.0,8.288941654313527,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13.627560578231952,5,1972,1972,43.38358246606642,882.0,5.96200125261281,0.0,7.532505412978735,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13.424192887257783,5,1979,1979,0.0,1086.0,6.211838142097152,0.0,7.936763900099693,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.661885942043687,8,2001,2002,57.36462599493553,1593.0,6.410486643931474,0.0,8.264839293975824,1,26.506769619673182,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
13.343174593169218,7,2006,2006,108.31848912643981,1286.0,6.25393187986975,0.0,8.005784964865443,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11.726189889142956,7,2003,2003,114.11617562763465,1405.0,6.316059843433348,0.0,8.108143543742004,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12.694756134447202,5,1900,1950,64.80885767089812,540.0,5.9680649040946125,652.6957645992084,8.138797600321883,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14.241079670651235,7,1976,1976,71.5609745602351,832.0,5.9171806559118005,998.40925271108,8.319391022517445,1,28.584191779283145,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.62158198346976,6,1957,1957,59.438788979959504,1244.0,6.2241148911660344,0.0,7.956866640469475,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
14.209733836593804,8,2006,2006,122.64474590515836,1588.0,6.408128399899705,0.0,8.260909304175383,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
15.123024608703384,9,2006,2007,56.26818119481107,1746.0,6.479157613630087,0.0,8.379655117540404,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
12.806884249162946,7,1986,1986,51.80646803397786,1453.0,6.341363393832836,0.0,8.149999831990515,1,23.91679789884679,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
15.42058728052396,5,1959,1959,52.802337730628246,1350.0,6.273532017891869,0.0,8.038014132417317,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
11.11109792144101,6,1976,1976,40.67737773826558,804.0,5.890843449744623,889.6726744341698,8.229030688480313,1,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10.749755962879972,5,1971,1971,45.06287075015366,765.0,5.852528399791481,712.6429817623011,8.07219097216777,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.051547411777872,4,1959,1959,52.63727568548938,950.0,6.212456909577149,0.0,7.93777657030164,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13.914436849688398,4,1936,1950,73.40860322746117,951.0,6.019703362325579,0.0,7.625060997193618,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16.328902393162426,6,1999,1999,84.29143263446036,841.0,5.970648459898019,937.8151590958746,8.327640269964892,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.355640650158623,7,1996,1996,18.74059674703233,799.0,5.9125456861166334,1000.8849300786251,8.317132055912648,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
14.00301777124342,6,1958,1958,68.92987952124966,1261.0,6.234390100530736,0.0,7.973709281392593,1,30.19864067264133,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
14.31451311518805,8,2008,2008,127.39630725548254,1694.0,6.45654448697076,0.0,8.341766092774387,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13.126988104932302,5,1920,2004,89.96935976592232,939.0,6.009986833597857,680.8141034248014,8.200475172744218,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.725958753533394,6,1981,1981,79.50932740546295,1440.0,6.334597029012422,0.0,8.138797600321883,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15.03890804598571,7,1988,1989,22.212418706064625,1157.0,6.184079883228045,1060.3566436264002,8.588750698526935,1,21.778412276456528,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
13.946496022891356,5,1960,1960,96.91652090391727,1065.0,6.106126317579117,0.0,7.764592787331897,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.126788619304314,6,1919,1990,82.07626800637182,804.0,6.458749930895263,894.6067556667134,8.805049600428983,1,18.735613884317367,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12.83858175193823,3,1940,1966,77.38761601543888,728.0,6.260909989402545,0.0,8.017252673469384,0,0.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13.839613227425476,4,1956,1956,77.13530023404226,952.0,6.020507321903981,0.0,7.6263539801865745,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13.851636081888696,5,1967,1967,18.74059674703233,912.0,5.98764505696202,0.0,7.573579149591658,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11.161952499237232,5,1970,1970,0.0,765.0,5.852528399791481,712.6429817623011,8.07219097216777,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
14.20228693196167,7,2000,2000,52.88473352615705,384.0,5.861547378365112,781.3437017314393,8.130113616117194,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.74766956845683,8,2005,2006,98.46575075956142,1094.0,6.153216363609077,1643.6691782073558,8.823045366886635,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
13.480169016221192,5,1955,2007,0.0,0.0,5.9125456861166334,0.0,7.453560001431998,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14.00546719032389,6,1966,2000,48.82194831868531,800.0,5.887003464649615,998.40925271108,8.295089240092873,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12.029031267242658,4,1922,1950,81.59173944241755,796.0,5.883143505612089,0.0,7.406791888577038,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13.882466297763719,7,2007,2008,112.52975659192948,1372.0,6.298137468834094,0.0,8.078555751856587,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.81803286006436,5,1959,2005,98.67808001184947,1626.0,6.4644526948795775,0.0,8.355007533849161,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.678211387573771,4,1920,1950,38.35739217439332,720.0,5.805716419263917,0.0,7.284222615310615,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.833054092046368,7,2000,2001,111.41459797047773,1349.0,6.285379437952817,0.0,8.05752333125791,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.690530488087237,6,1920,2000,74.57921260755425,684.0,5.766026594442332,605.1025720668812,7.908078776969511,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13.833054092046368,5,1968,1968,43.854528194170676,1056.0,6.09966094407681,0.0,7.754116397484801,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15.231948379630044,7,1959,1997,41.26760563170544,1501.0,6.502326724836606,0.0,8.41855811062877,2,22.295185066238343,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12.056070759168081,7,2007,2007,112.57806329704613,1373.0,6.392367968029233,0.0,8.234666645263243,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13.480169016221192,5,1910,2006,46.519815468622795,1022.0,6.074709214084959,0.0,7.713742626294066,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
13.018783487901645,3,1955,2005,88.08642396843162,1162.0,6.173066216131481,0.0,7.873424016156162,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.115577837081835,7,2003,2003,20.68263110670586,868.0,6.161884154709922,0.0,7.855197984822569,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.706091685602212,8,2006,2006,105.7147686501763,1234.0,6.2361884372166605,1597.184440135079,8.87018606054607,1,0.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12.257418202034415,6,1998,1999,100.83607281270429,1405.0,6.278633130169473,0.0,8.046411559126232,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14.804964549348604,5,1977,1977,0.0,1430.0,6.4354767413539085,0.0,8.306537659971564,1,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
14.306291898469079,8,1995,1995,55.23647306809966,2109.0,6.621242907139025,0.0,8.619551932882338,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
14.857687756500848,5,1954,1954,47.32552981875543,1383.0,6.3041608617869285,0.0,8.088494254765932,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13.746135677633447,7,2007,2007,82.61895512335015,813.0,5.907881546714399,1012.0277998157626,8.320143134435044,0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13.85814544571103,4,2003,2004,99.8927389457683,1121.0,6.145123204151207,0.0,7.827913480489116,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
15.87146011239386,9,2005,2006,57.20889433643289,1848.0,6.521550934766383,1057.8765677845413,8.942995351538071,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
13.480169016221192,5,1950,1950,40.47931289600907,876.0,6.0488806368182475,0.0,7.672046197143554,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13.92736157157173,6,1971,1971,62.34821927742782,1010.0,6.096769064373783,0.0,7.749432432063071,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13.416400726326042,5,1961,1994,57.907368774136906,912.0,6.2192289504537115,0.0,7.948863384268453,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15.401670715233365,7,1998,1998,103.73168057637498,1195.0,6.193661901000418,766.6059125072226,8.444769676304922,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.056348022796572,4,1941,1950,48.12179468961715,672.0,5.752313298496281,0.0,7.20017768424172,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10.782964896764101,6,1973,1973,32.826771533779706,483.0,5.494785939496218,595.3537697959208,7.670798898711568,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12.569350644648972,4,1946,1950,51.135056294524404,747.0,5.861547378365112,536.9665729965856,7.942827938015223,0,13.455307753804043,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.488060057859842,7,2003,2003,81.71306208030225,798.0,5.885075994608538,1010.789516296363,8.301207692719009,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.498876266539135,6,1976,1976,65.4492481166797,1193.0,6.376749923903147,0.0,8.20869867009847,1,24.255340233596968,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.59445013718525,5,1948,1950,82.43834033525408,810.0,6.059625993510936,534.5378577582242,8.152571168170752,1,0.0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
13.998111578519278,6,1959,1959,41.071516656839826,864.0,5.946176758733147,0.0,7.507206655428299,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
14.476309887716768,6,1995,1995,47.59198285907095,1200.0,6.196828184859017,0.0,7.912216240823092,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.383736180770152,5,1987,1988,0.0,1200.0,6.196828184859017,0.0,7.912216240823092,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
14.463119212823576,6,1978,1978,34.84755738656636,918.0,5.992668677440672,915.5858752615229,8.333606814725252,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.047459502235553,6,1996,1997,27.479901357037967,872.0,5.967201707831294,1042.9998769706801,8.386815922789602,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.87778344915193,5,1966,1966,52.554608766020515,1024.0,6.120994267700077,0.0,7.788707945958794,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.302605147291736,6,2009,2009,102.7557454132814,1212.0,6.20437173118545,0.0,7.924548939281608,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10.940778402392834,6,2000,2000,47.41446344710567,756.0,5.85655035273629,904.477421670309,8.210337089319093,1,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.410271360111956,8,2005,2005,62.78736515792096,1058.0,6.1011026232482015,1015.7429294101296,8.48841173583724,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
14.111126098103092,5,1956,1956,54.594815741890685,1144.0,6.160557311528805,0.0,7.8530365493747585,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13.943484730129095,7,1994,2002,41.16964208832526,948.0,6.21059903128654,1067.7979387879377,8.617760142884501,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.718986330582366,6,1940,1985,47.68056966191114,983.0,6.0450046668016055,918.0549845289247,8.3825241971532,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13.79705944429198,5,1982,1982,42.81371516619133,816.0,5.902245564715588,0.0,7.437162205080891,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14.595278843821474,7,1990,1990,115.02248557384533,1424.0,6.335642126187458,0.0,8.140527383139695,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13.418585088022635,5,1910,1991,29.746493959110502,1117.0,5.90600764249487,623.3945219495879,8.055678036755694,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14.161037574338645,6,1962,1981,46.69969930362648,912.0,6.120293062209968,772.7456102021341,8.371009502525162,1,19.745201629123383,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13.803716180687195,5,1959,1959,0.0,0.0,5.96200125261281,0.0,7.532505412978735,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.696099101829258,7,1976,1976,81.40951580854592,793.0,6.159228058356091,950.1717828072183,8.508719506425642,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13.970950502084152,7,2006,2006,118.50500267695482,1498.0,6.364309395645784,0.0,8.188040641786221,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.005459023399816,5,1938,1996,34.62704961080939,190.0,5.965472284957361,0.0,7.538059412449932,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13.343174593169218,7,2007,2007,65.09402294715348,1208.0,6.2018658633715065,0.0,7.920451235325899,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
